created At,tree ID,curb loc,status,spc common,zip city,boroName
8/15/2015,148940,OnCurb,Alive,eastern redcedar,College Point,Queens
9/4/2015,201448,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
9/4/2015,201452,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
9/5/2015,204324,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/9/2015,131241,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/9/2015,131243,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/22/2015,166452,OnCurb,Alive,silver maple,Staten Island,Staten Island
7/31/2015,107258,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/12/2015,139665,OffsetFromCurb,Alive,silver maple,Staten Island,Staten Island
8/29/2015,187363,OnCurb,Alive,silver maple,Astoria,Queens
9/3/2015,200463,OnCurb,Alive,London planetree,Fresh Meadows,Queens
9/3/2015,199697,OnCurb,Alive,London planetree,Whitestone,Queens
8/18/2015,156058,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,199583,OffsetFromCurb,Alive,hawthorn,New York,Manhattan
8/13/2015,143497,OnCurb,Alive,'Schubert' chokecherry,Astoria,Queens
8/26/2015,178623,OnCurb,Alive,empress tree,Woodhaven,Queens
9/8/2015,209050,OnCurb,Alive,empress tree,Bronx,Bronx
8/28/2015,181635,OnCurb,Alive,hawthorn,Howard Beach,Queens
9/4/2015,203402,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/28/2015,182769,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/25/2015,174649,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/29/2015,187283,OnCurb,Alive,sycamore maple,Brooklyn,Brooklyn
8/30/2015,188953,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196405,OnCurb,Alive,London planetree,New York,Manhattan
8/30/2015,190089,OnCurb,Alive,London planetree,Astoria,Queens
8/30/2015,188560,OnCurb,Alive,London planetree,New York,Manhattan
8/30/2015,190156,OnCurb,Alive,cherry,Astoria,Queens
9/4/2015,202681,OnCurb,Alive,cherry,Brooklyn,Brooklyn
8/31/2015,191642,OnCurb,Alive,cherry,Forest Hills,Queens
8/28/2015,181643,OnCurb,Alive,purple-leaf plum,Brooklyn,Brooklyn
8/25/2015,175148,OnCurb,Alive,purple-leaf plum,Brooklyn,Brooklyn
9/7/2015,208433,OnCurb,Alive,sugar maple,Brooklyn,Brooklyn
8/30/2015,189745,OnCurb,Alive,cherry,Flushing,Queens
9/8/2015,208901,OnCurb,Alive,cherry,Astoria,Queens
9/8/2015,209176,OnCurb,Alive,cherry,Astoria,Queens
9/7/2015,208715,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/7/2015,208233,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,190449,OnCurb,Alive,honeylocust,Jackson Heights,Queens
8/29/2015,187266,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/8/2015,209258,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/19/2015,159567,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/15/2015,147905,OnCurb,Alive,swamp white oak,Brooklyn,Brooklyn
8/22/2015,166238,OnCurb,Alive,swamp white oak,Staten Island,Staten Island
8/18/2015,156061,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/29/2015,186943,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/21/2015,163681,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180193,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,209690,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/8/2015,209220,OnCurb,Alive,London planetree,Bronx,Bronx
9/1/2015,195350,OnCurb,Alive,London planetree,Sunnyside,Queens
9/7/2015,208267,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/2/2015,198775,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/9/2015,212330,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/31/2015,193219,OnCurb,Alive,Callery pear,Forest Hills,Queens
9/7/2015,208445,OnCurb,Alive,silver linden,Flushing,Queens
8/25/2015,174182,OnCurb,Alive,Callery pear,New York,Manhattan
8/30/2015,189925,OnCurb,Alive,Callery pear,Brooklyn,Brooklyn
8/31/2015,192501,OnCurb,Alive,Callery pear,New York,Manhattan
9/5/2015,204115,OnCurb,Alive,Callery pear,New York,Manhattan
9/5/2015,204116,OnCurb,Alive,Callery pear,New York,Manhattan
9/7/2015,208646,OnCurb,Alive,Callery pear,New York,Manhattan
9/8/2015,209432,OnCurb,Alive,Callery pear,Staten Island,Staten Island
9/2/2015,198736,OnCurb,Alive,silver linden,Jackson Heights,Queens
9/4/2015,202126,OnCurb,Alive,Callery pear,New York,Manhattan
9/2/2015,198985,OnCurb,Alive,Callery pear,New York,Manhattan
8/25/2015,175335,OnCurb,Alive,river birch,New York,Manhattan
9/2/2015,197230,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
9/2/2015,198819,OnCurb,Alive,horse chestnut,Brooklyn,Brooklyn
8/25/2015,175269,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,193654,OnCurb,Alive,green ash,Astoria,Queens
8/25/2015,175452,OnCurb,Alive,green ash,New York,Manhattan
8/23/2015,167932,OnCurb,Alive,green ash,Bronx,Bronx
8/26/2015,178445,OnCurb,Alive,green ash,Woodhaven,Queens
8/18/2015,156200,OnCurb,Alive,green ash,Bronx,Bronx
8/29/2015,185398,OnCurb,Alive,green ash,Ridgewood,Queens
8/28/2015,183394,OnCurb,Alive,green ash,Jackson Heights,Queens
8/22/2015,167231,OnCurb,Alive,green ash,Rego Park,Queens
8/30/2015,190477,OnCurb,Alive,green ash,New York,Manhattan
8/23/2015,168767,OnCurb,Alive,green ash,Ridgewood,Queens
7/28/2015,98498,OnCurb,Alive,silver maple,Little Neck,Queens
8/29/2015,184468,OnCurb,Alive,silver maple,Bronx,Bronx
9/2/2015,196902,OnCurb,Alive,silver maple,Flushing,Queens
8/16/2015,149370,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/30/2015,188846,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/27/2015,180013,OnCurb,Alive,American linden,Brooklyn,Brooklyn
9/7/2015,208257,OnCurb,Alive,ginkgo,New York,Manhattan
9/8/2015,209259,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/7/2015,208121,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/2/2015,198899,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/9/2015,211776,OffsetFromCurb,Alive,crab apple,New York,Manhattan
8/25/2015,173827,OnCurb,Alive,ginkgo,New York,Manhattan
9/2/2015,196398,OnCurb,Alive,honeylocust,Richmond Hill,Queens
9/4/2015,201972,OnCurb,Alive,Callery pear,Bronx,Bronx
9/8/2015,209592,OnCurb,Alive,Callery pear,Astoria,Queens
9/2/2015,197260,OnCurb,Alive,Callery pear,Bronx,Bronx
8/30/2015,190372,OnCurb,Alive,Callery pear,New York,Manhattan
9/1/2015,194127,OnCurb,Alive,silver maple,Bronx,Bronx
8/26/2015,178008,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/20/2015,162732,OnCurb,Alive,silver maple,Bronx,Bronx
8/15/2015,147942,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
9/4/2015,201447,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
9/4/2015,201454,OnCurb,Alive,eastern redcedar,Rockaway Park,Queens
8/20/2015,162639,OnCurb,Alive,silver maple,Brooklyn,Brooklyn
8/29/2015,184735,OnCurb,Alive,black cherry,Bronx,Bronx
8/24/2015,171638,OnCurb,Alive,silver maple,Far Rockaway,Queens
9/2/2015,198014,OnCurb,Alive,London planetree,Howard Beach,Queens
9/5/2015,204501,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/27/2015,180301,OnCurb,Alive,London planetree,New York,Manhattan
9/6/2015,206437,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/22/2015,165093,OnCurb,Alive,London planetree,New York,Manhattan
8/27/2015,180066,OnCurb,Alive,London planetree,Flushing,Queens
9/5/2015,204284,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208378,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/2/2015,196210,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,200725,OnCurb,Alive,London planetree,Astoria,Queens
9/2/2015,196095,OnCurb,Alive,sycamore maple,Kew Gardens,Queens
8/30/2015,188958,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,190226,OnCurb,Alive,American elm,New York,Manhattan
8/22/2015,165134,OnCurb,Alive,black locust,Ridgewood,Queens
8/29/2015,187213,OnCurb,Alive,Schumard's oak,East Elmhurst,Queens
8/13/2015,144225,OnCurb,Alive,golden raintree,Forest Hills,Queens
9/4/2015,203487,OnCurb,Alive,Schumard's oak,Oakland Gardens,Queens
8/16/2015,150811,OnCurb,Alive,golden raintree,New York,Manhattan
8/27/2015,181246,OnCurb,Alive,golden raintree,Forest Hills,Queens
9/8/2015,209724,OnCurb,Alive,golden raintree,Bronx,Bronx
8/31/2015,191306,OnCurb,Alive,London planetree,Forest Hills,Queens
8/22/2015,165717,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/21/2015,163679,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196686,OnCurb,Alive,London planetree,New York,Manhattan
8/30/2015,189566,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196084,OnCurb,Alive,London planetree,Kew Gardens,Queens
8/26/2015,176319,OnCurb,Alive,golden raintree,Arverne,Queens
8/25/2015,172943,OnCurb,Alive,Schumard's oak,Brooklyn,Brooklyn
8/23/2015,168674,OnCurb,Alive,golden raintree,New York,Manhattan
8/30/2015,189687,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,189689,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,209341,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208205,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208505,OnCurb,Alive,London planetree,Oakland Gardens,Queens
8/29/2015,186211,OnCurb,Alive,willow oak,Bronx,Bronx
9/2/2015,196146,OnCurb,Alive,sycamore maple,Kew Gardens,Queens
9/2/2015,196171,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208271,OnCurb,Alive,London planetree,New York,Manhattan
9/9/2015,211147,OnCurb,Alive,London planetree,Astoria,Queens
8/29/2015,185489,OnCurb,Alive,'Schubert' chokecherry,Bronx,Bronx
8/22/2015,166086,OnCurb,Alive,'Schubert' chokecherry,Woodhaven,Queens
8/31/2015,192558,OnCurb,Alive,'Schubert' chokecherry,College Point,Queens
9/3/2015,199129,OffsetFromCurb,Alive,hawthorn,New York,Manhattan
8/25/2015,172889,OnCurb,Alive,'Schubert' chokecherry,Brooklyn,Brooklyn
8/29/2015,185974,OnCurb,Alive,hawthorn,Bronx,Bronx
8/24/2015,170498,OnCurb,Alive,'Schubert' chokecherry,Far Rockaway,Queens
8/28/2015,181379,OnCurb,Alive,'Schubert' chokecherry,Flushing,Queens
8/17/2015,152182,OnCurb,Alive,'Schubert' chokecherry,Far Rockaway,Queens
8/29/2015,187429,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/29/2015,187697,OnCurb,Alive,sycamore maple,Forest Hills,Queens
9/2/2015,198776,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/2/2015,198778,OnCurb,Alive,London planetree,Jackson Heights,Queens
8/28/2015,181851,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/16/2015,149429,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,195428,OnCurb,Alive,littleleaf linden,East Elmhurst,Queens
9/10/2015,214246,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/11/2015,215218,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/20/2015,161293,OffsetFromCurb,Alive,crimson king maple,Staten Island,Staten Island
8/18/2015,155677,OnCurb,Alive,Kentucky coffeetree,Brooklyn,Brooklyn
8/26/2015,177805,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
8/25/2015,173997,OnCurb,Alive,Kentucky coffeetree,Staten Island,Staten Island
8/22/2015,166875,OnCurb,Alive,Kentucky coffeetree,Queens Village,Queens
8/27/2015,181317,OnCurb,Alive,crimson king maple,Springfield Gardens,Queens
8/9/2015,131647,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
8/6/2015,123879,OnCurb,Alive,hawthorn,New York,Manhattan
8/6/2015,123948,OffsetFromCurb,Alive,hawthorn,Brooklyn,Brooklyn
7/24/2015,90255,OnCurb,Alive,'Schubert' chokecherry,Staten Island,Staten Island
8/12/2015,138638,OnCurb,Alive,'Schubert' chokecherry,Springfield Gardens,Queens
8/5/2015,121939,OnCurb,Alive,hawthorn,College Point,Queens
8/5/2015,121940,OnCurb,Alive,hawthorn,College Point,Queens
8/21/2015,164742,OnCurb,Alive,'Schubert' chokecherry,Rego Park,Queens
8/29/2015,184380,OnCurb,Alive,empress tree,Bronx,Bronx
8/21/2015,163787,OnCurb,Alive,'Schubert' chokecherry,Brooklyn,Brooklyn
9/5/2015,204082,OnCurb,Alive,'Schubert' chokecherry,Brooklyn,Brooklyn
8/11/2015,135930,OnCurb,Alive,hawthorn,Flushing,Queens
9/1/2015,195593,OnCurb,Alive,London planetree,Sunnyside,Queens
9/1/2015,195594,OnCurb,Alive,London planetree,Sunnyside,Queens
8/21/2015,163854,OnCurb,Alive,eastern redcedar,Brooklyn,Brooklyn
8/22/2015,164943,OnCurb,Alive,silver maple,Bayside,Queens
8/25/2015,174217,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/9/2015,211754,OnCurb,Alive,crab apple,New York,Manhattan
9/8/2015,210532,OnCurb,Alive,honeylocust,Bronx,Bronx
9/2/2015,198850,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/25/2015,174282,OnCurb,Alive,honeylocust,New York,Manhattan
8/31/2015,191366,OnCurb,Alive,American linden,Bayside,Queens
8/30/2015,188675,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/26/2015,177829,OnCurb,Alive,American linden,New York,Manhattan
8/29/2015,187522,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/1/2015,195627,OnCurb,Alive,crab apple,Bronx,Bronx
9/5/2015,203697,OnCurb,Alive,honeylocust,New York,Manhattan
8/29/2015,187758,OnCurb,Alive,honeylocust,New York,Manhattan
9/9/2015,211322,OffsetFromCurb,Alive,honeylocust,Astoria,Queens
8/18/2015,155929,OnCurb,Alive,honeylocust,New York,Manhattan
8/18/2015,155931,OnCurb,Alive,honeylocust,New York,Manhattan
8/31/2015,191793,OnCurb,Alive,littleleaf linden,Kew Gardens,Queens
8/25/2015,175590,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/27/2015,179436,OnCurb,Alive,littleleaf linden,Bronx,Bronx
8/21/2015,164653,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/7/2015,208314,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/1/2015,194903,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
8/30/2015,189955,OnCurb,Alive,littleleaf linden,Astoria,Queens
8/28/2015,183244,OnCurb,Alive,littleleaf linden,Jackson Heights,Queens
9/4/2015,203602,OnCurb,Alive,littleleaf linden,Astoria,Queens
8/19/2015,159753,OnCurb,Alive,silver maple,Bronx,Bronx
8/26/2015,177686,OnCurb,Alive,silver maple,Staten Island,Staten Island
8/12/2015,137476,OnCurb,Alive,silver maple,Springfield Gardens,Queens
8/26/2015,178686,OnCurb,Alive,silver maple,Staten Island,Staten Island
9/1/2015,195115,OnCurb,Alive,silver maple,Staten Island,Staten Island
9/5/2015,204358,OnCurb,Alive,silver maple,Staten Island,Staten Island
9/1/2015,195349,OnCurb,Alive,London planetree,Sunnyside,Queens
9/9/2015,211144,OnCurb,Alive,London planetree,Astoria,Queens
8/30/2015,190235,OnCurb,Alive,London planetree,Elmhurst,Queens
9/3/2015,200782,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/30/2015,188731,OnCurb,Alive,London planetree,Astoria,Queens
8/30/2015,188733,OnCurb,Alive,London planetree,Astoria,Queens
9/6/2015,206345,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/25/2015,175598,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/29/2015,186966,OnCurb,Alive,littleleaf linden,Arverne,Queens
9/5/2015,203910,OnCurb,Alive,littleleaf linden,New York,Manhattan
8/30/2015,189924,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/2/2015,198537,OnCurb,Alive,littleleaf linden,Jackson Heights,Queens
9/4/2015,200877,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/2/2015,198705,OnCurb,Alive,littleleaf linden,Jackson Heights,Queens
9/2/2015,196097,OnCurb,Alive,sycamore maple,Kew Gardens,Queens
9/7/2015,208215,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/4/2015,203410,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/4/2015,203617,OnCurb,Alive,London planetree,Forest Hills,Queens
8/31/2015,192578,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196172,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/1/2015,195862,OnCurb,Alive,littleleaf linden,Astoria,Queens
8/30/2015,190180,OnCurb,Alive,littleleaf linden,Staten Island,Staten Island
8/30/2015,188903,OnCurb,Alive,littleleaf linden,Rego Park,Queens
8/30/2015,189607,OnCurb,Alive,littleleaf linden,Brooklyn,Brooklyn
9/5/2015,204920,OnCurb,Alive,littleleaf linden,New York,Manhattan
9/9/2015,212010,OnCurb,Alive,crab apple,New York,Manhattan
9/8/2015,210527,OnCurb,Alive,honeylocust,Bronx,Bronx
8/22/2015,165716,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,189171,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/9/2015,211942,OnCurb,Alive,honeylocust,Staten Island,Staten Island
9/2/2015,198840,OnCurb,Alive,American linden,Brooklyn,Brooklyn
9/5/2015,205115,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/4/2015,201603,OffsetFromCurb,Alive,honeylocust,Rockaway Park,Queens
9/8/2015,210529,OnCurb,Alive,honeylocust,Bronx,Bronx
9/8/2015,210531,OnCurb,Alive,honeylocust,Bronx,Bronx
8/22/2015,165714,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/30/2015,188701,OnCurb,Alive,ginkgo,Flushing,Queens
9/1/2015,195621,OnCurb,Alive,ginkgo,Bronx,Bronx
8/29/2015,187601,OnCurb,Alive,American linden,Staten Island,Staten Island
9/8/2015,209870,OffsetFromCurb,Alive,honeylocust,Staten Island,Staten Island
8/30/2015,188801,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
8/29/2015,185661,OnCurb,Alive,American linden,Bronx,Bronx
8/31/2015,193022,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
9/4/2015,201773,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,199940,OnCurb,Alive,London planetree,Oakland Gardens,Queens
9/2/2015,198406,OnCurb,Alive,London planetree,Howard Beach,Queens
8/30/2015,188911,OnCurb,Alive,Cornelian cherry,Astoria,Queens
8/15/2015,148106,OnCurb,Alive,Schumard's oak,Brooklyn,Brooklyn
9/1/2015,194795,OnCurb,Alive,Cornelian cherry,East Elmhurst,Queens
9/10/2015,214747,OnCurb,Alive,black locust,New York,Manhattan
8/19/2015,159488,OnCurb,Alive,golden raintree,Far Rockaway,Queens
8/25/2015,174214,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/25/2015,173885,OnCurb,Alive,honeylocust,New York,Manhattan
9/9/2015,211764,OnCurb,Alive,crab apple,New York,Manhattan
8/29/2015,187757,OnCurb,Alive,honeylocust,New York,Manhattan
9/6/2015,206702,OnCurb,Alive,honeylocust,New York,Manhattan
9/5/2015,203694,OnCurb,Alive,honeylocust,New York,Manhattan
9/9/2015,212282,OnCurb,Alive,crab apple,New York,Manhattan
9/9/2015,212293,OffsetFromCurb,Alive,crab apple,New York,Manhattan
8/18/2015,156060,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/21/2015,163680,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/27/2015,180377,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196685,OnCurb,Alive,willow oak,New York,Manhattan
9/2/2015,196170,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/8/2015,209691,OnCurb,Alive,Amur maple,Staten Island,Staten Island
9/1/2015,195351,OnCurb,Alive,London planetree,Sunnyside,Queens
9/7/2015,208268,OffsetFromCurb,Alive,London planetree,New York,Manhattan
9/9/2015,212329,OnCurb,Alive,London planetree,Staten Island,Staten Island
9/4/2015,201935,OnCurb,Alive,London planetree,Bronx,Bronx
9/1/2015,193513,OnCurb,Alive,London planetree,Sunnyside,Queens
8/26/2015,178405,OnCurb,Alive,London planetree,New York,Manhattan
9/2/2015,198661,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/3/2015,200460,OnCurb,Alive,London planetree,Fresh Meadows,Queens
8/27/2015,180506,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/25/2015,173745,OnCurb,Alive,American elm,Brooklyn,Brooklyn
8/20/2015,160875,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/1/2015,195612,OnCurb,Alive,London planetree,Sunnyside,Queens
8/30/2015,188728,OnCurb,Alive,London planetree,Astoria,Queens
9/1/2015,193842,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/30/2015,190389,OnCurb,Alive,London planetree,New York,Manhattan
8/22/2015,165255,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/1/2015,196046,OnCurb,Alive,London planetree,Bronx,Bronx
9/3/2015,200119,OnCurb,Alive,London planetree,Flushing,Queens
9/9/2015,211690,OnCurb,Alive,honeylocust,New York,Manhattan
9/1/2015,196073,OnCurb,Alive,honeylocust,New York,Manhattan
9/2/2015,196086,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/1/2015,195352,OnCurb,Alive,London planetree,Sunnyside,Queens
9/1/2015,193512,OnCurb,Alive,London planetree,Sunnyside,Queens
9/6/2015,206346,OnCurb,Alive,American elm,Brooklyn,Brooklyn
9/3/2015,200111,OnCurb,Alive,London planetree,Flushing,Queens
8/30/2015,188547,OnCurb,Alive,London planetree,New York,Manhattan
8/29/2015,187613,OnCurb,Alive,willow oak,Corona,Queens
9/5/2015,205195,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/5/2015,205227,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
8/25/2015,174209,OnCurb,Alive,London planetree,New York,Manhattan
9/3/2015,199443,OffsetFromCurb,Alive,London planetree,Fresh Meadows,Queens
8/31/2015,191872,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
8/31/2015,191874,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
8/19/2015,160123,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
8/16/2015,149804,OnCurb,Alive,Kentucky coffeetree,Brooklyn,Brooklyn
8/29/2015,183730,OnCurb,Alive,American beech,Staten Island,Staten Island
9/1/2015,195496,OffsetFromCurb,Alive,Kentucky coffeetree,Brooklyn,Brooklyn
9/1/2015,195498,OffsetFromCurb,Alive,Kentucky coffeetree,Brooklyn,Brooklyn
9/1/2015,195330,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
8/29/2015,184234,OnCurb,Alive,crimson king maple,Astoria,Queens
7/26/2015,94052,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
9/8/2015,210895,OnCurb,Alive,Kentucky coffeetree,New York,Manhattan
9/5/2015,204713,OnCurb,Alive,crimson king maple,Staten Island,Staten Island
8/31/2015,190514,OnCurb,Alive,Kentucky coffeetree,New York,Manhattan
6/30/2015,41501,OnCurb,Alive,Siberian elm,Brooklyn,Brooklyn
8/26/2015,178404,OnCurb,Alive,London planetree,New York,Manhattan
8/31/2015,192961,OnCurb,Alive,American hophornbeam,Brooklyn,Brooklyn
8/27/2015,180510,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/3/2015,200115,OnCurb,Alive,London planetree,Flushing,Queens
9/6/2015,206631,OnCurb,Alive,London planetree,Corona,Queens
9/1/2015,193629,OnCurb,Alive,London planetree,Sunnyside,Queens
9/5/2015,205193,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/1/2015,195635,OnCurb,Alive,London planetree,Bronx,Bronx
8/22/2015,165651,OnCurb,Alive,American linden,Brooklyn,Brooklyn
8/25/2015,173522,OnCurb,Alive,ginkgo,New York,Manhattan
8/30/2015,189985,OnCurb,Alive,American linden,New York,Manhattan
8/30/2015,190453,OnCurb,Alive,honeylocust,Jackson Heights,Queens
8/25/2015,173473,OnCurb,Alive,honeylocust,New York,Manhattan
9/1/2015,193630,OnCurb,Alive,London planetree,Sunnyside,Queens
9/5/2015,205192,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/1/2015,195519,OnCurb,Alive,London planetree,Woodside,Queens
9/5/2015,205226,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/9/2015,212899,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/4/2015,201952,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/4/2015,201499,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/25/2015,175176,OnCurb,Alive,London planetree,Far Rockaway,Queens
8/31/2015,191875,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
9/5/2015,203939,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/5/2015,203941,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/2/2015,196938,OnCurb,Alive,London planetree,Kew Gardens,Queens
9/4/2015,201803,OnCurb,Alive,honeylocust,Brooklyn,Brooklyn
8/29/2015,187459,OnCurb,Alive,London planetree,Corona,Queens
9/4/2015,201770,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/7/2015,208272,OffsetFromCurb,Alive,American elm,New York,Manhattan
9/1/2015,195361,OnCurb,Alive,London planetree,Sunnyside,Queens
9/1/2015,193432,OnCurb,Alive,London planetree,Jackson Heights,Queens
9/5/2015,205257,OffsetFromCurb,Alive,London planetree,Brooklyn,Brooklyn
8/20/2015,160876,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/1/2015,194593,OffsetFromCurb,Alive,London planetree,East Elmhurst,Queens
8/25/2015,175173,OnCurb,Alive,London planetree,Far Rockaway,Queens
9/4/2015,200852,OnCurb,Alive,London planetree,Brooklyn,Brooklyn
9/1/2015,193625,OnCurb,Alive,London planetree,Sunnyside,Queens
9/1/2015,195697,OnCurb,Alive,London planetree,Staten Island,Staten Island
8/25/2015,173662,OnCurb,Alive,ginkgo,Brooklyn,Brooklyn
9/1/2015,194170,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/28/2015,182338,OnCurb,Alive,green ash,Brooklyn,Brooklyn
9/2/2015,197849,OnCurb,Alive,green ash,Brooklyn,Brooklyn
8/25/2015,173631,OnCurb,Alive,green ash,New York,Manhattan
8/30/2015,188490,OnCurb,Alive,green ash,Flushing,Queens
8/26/2015,177076,OnCurb,Alive,green ash,New York,Manhattan
8/29/2015,185231,OnCurb,Alive,green ash,Bronx,Bronx
8/26/2015,178979,OnCurb,Alive,green ash,Bronx,Bronx
